Latitude,Longitude,Month,Susceptibility_N,Rainfall_0,Rainfall_1,Rainfall_2,Rainfall_3,Rainfall_4,Rainfall_5,Rainfall_6,Rainfall_7,Rainfall_8,Rainfall_9,Rainfall_10,Rainfall_11,Rainfall_12,Rainfall_13,Rainfall_14,Rainfall_15,Rainfall_16,Rainfall_17,Rainfall_18,Rainfall_19,Rainfall_20,Rainfall_21,Rainfall_22,Rainfall_23,Rainfall_24,Rainfall_25,Rainfall_26,Rainfall_27,Rainfall_28,Rainfall_29,Rainfall_30,Class
32.229277,77.188773,8,2,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,Y
32.082666,77.12716,8,2,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,Y
32.080655,77.127806,8,2,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,Y
32.229277,77.188773,8,2,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,0,0,0,0,0,N
32.229277,77.188773,8,2,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,0,0,0,0,0,N
32.229277,77.188773,8,2,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,0,0,0,0,N
32.229277,77.188773,8,2,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,0,0,0,N
32.229277,77.188773,8,2,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,0,0,N
32.229277,77.188773,8,2,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,0,N
32.229277,77.188773,8,2,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,0,N
32.229277,77.188773,8,2,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,14.8,N
32.229277,77.188773,8,2,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,11.5,N
32.229277,77.188773,8,2,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,10,N
32.229277,77.188773,8,2,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,0,N
32.229277,77.188773,8,2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,9.8,N
32.229277,77.188773,8,2,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,4.9,N
32.229277,77.188773,8,2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,4.9,N
32.229277,77.188773,8,2,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,0.1,N
32.229277,77.188773,8,2,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,0,0.7,N
32.229277,77.188773,8,2,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,0,N
32.229277,77.188773,8,2,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,4.3,N
32.229277,77.188773,8,2,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,2.9,N
32.229277,77.188773,8,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,3.1,N
32.229277,77.188773,8,2,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,0,N
32.229277,77.188773,8,2,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,0.5,N
32.229277,77.188773,8,2,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,0.1,N
32.229277,77.188773,8,2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,0.2,N
32.229277,77.188773,8,2,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,19.7,N
32.229277,77.188773,8,2,5.9,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,9.8,N
32.229277,77.188773,8,2,1.6,5.9,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,0,N
32.229277,77.188773,8,2,2,1.6,5.9,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,0,N
32.229277,77.188773,8,2,0,2,1.6,5.9,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,0,N
32.229277,77.188773,8,2,0.2,0,2,1.6,5.9,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,0,N
32.229277,77.188773,8,2,0,0.2,0,2,1.6,5.9,0.2,0.3,0,0.3,2,3.5,0,0,0.5,1.9,1,0.2,0.5,0.2,7,0,0,4.9,6.4,0,0,0,0,4.9,4.9,N
32.082666,77.12716,8,2,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,0.2,0,0,N
32.082666,77.12716,8,2,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,0.2,0,N
32.082666,77.12716,8,2,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,0.2,N
32.082666,77.12716,8,2,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,N
32.082666,77.12716,8,2,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,N
32.082666,77.12716,8,2,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,N
32.082666,77.12716,8,2,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,N
32.082666,77.12716,8,2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,N
32.082666,77.12716,8,2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,N
32.082666,77.12716,8,2,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,N
32.082666,77.12716,8,2,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,N
32.082666,77.12716,8,2,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,N
32.082666,77.12716,8,2,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,N
32.082666,77.12716,8,2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,N
32.082666,77.12716,8,2,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,N
32.082666,77.12716,8,2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,N
32.082666,77.12716,8,2,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,N
32.082666,77.12716,8,2,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,N
32.082666,77.12716,8,2,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,N
32.082666,77.12716,8,2,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,N
32.082666,77.12716,8,2,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,N
32.082666,77.12716,8,2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,N
32.082666,77.12716,8,2,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,N
32.082666,77.12716,8,2,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,N
32.082666,77.12716,8,2,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,N
32.082666,77.12716,8,2,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,N
32.082666,77.12716,8,2,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,N
32.082666,77.12716,8,2,0.3,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,N
32.082666,77.12716,8,2,2,0.3,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,N
32.082666,77.12716,8,2,0,2,0.3,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,N
32.080655,77.127806,8,2,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,0.2,0,0,N
32.080655,77.127806,8,2,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,0.2,0,N
32.080655,77.127806,8,2,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,0.2,N
32.080655,77.127806,8,2,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,0,N
32.080655,77.127806,8,2,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,2.8,N
32.080655,77.127806,8,2,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,2.1,N
32.080655,77.127806,8,2,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,20.2,N
32.080655,77.127806,8,2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,32.6,N
32.080655,77.127806,8,2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,8.3,N
32.080655,77.127806,8,2,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,3.5,N
32.080655,77.127806,8,2,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,8.5,N
32.080655,77.127806,8,2,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,5.5,N
32.080655,77.127806,8,2,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,6.2,N
32.080655,77.127806,8,2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,4.6,N
32.080655,77.127806,8,2,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,19.7,N
32.080655,77.127806,8,2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,0.3,0,N
32.080655,77.127806,8,2,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,7.9,N
32.080655,77.127806,8,2,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,5.8,N
32.080655,77.127806,8,2,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,12.7,N
32.080655,77.127806,8,2,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,0.6,N
32.080655,77.127806,8,2,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,11,N
32.080655,77.127806,8,2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,2.8,N
32.080655,77.127806,8,2,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,4.1,N
32.080655,77.127806,8,2,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,11.8,N
32.080655,77.127806,8,2,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,8.6,N
32.080655,77.127806,8,2,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,2.6,N
32.080655,77.127806,8,2,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,0,N
32.080655,77.127806,8,2,0.3,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,0,N
32.080655,77.127806,8,2,2,0.3,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,0,N
32.080655,77.127806,8,2,0,2,0.3,1.6,15,4,2.8,12.2,1,4.6,1,23.9,2.8,0,7.2,42.9,15.2,4,7.4,4.9,9,1.2,0.2,28.1,9.5,8,0.8,3.1,0,2.4,20.4,N
31.397263,76.821709,8,2,0,3.4,66.9,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,Y
31.397263,76.821709,8,2,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,13.3,20.2,0,2,0,0,N
31.397263,76.821709,8,2,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,13.3,20.2,0,2,0,N
31.397263,76.821709,8,2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,13.3,20.2,0,2,N
31.397263,76.821709,8,2,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,13.3,20.2,0,N
31.397263,76.821709,8,2,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,13.3,20.2,N
31.397263,76.821709,8,2,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,13.3,N
31.397263,76.821709,8,2,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,51.4,N
31.397263,76.821709,8,2,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,67.3,N
31.397263,76.821709,8,2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,14.2,N
31.397263,76.821709,8,2,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,10.4,N
31.397263,76.821709,8,2,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,40.6,N
31.397263,76.821709,8,2,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,41.8,N
31.397263,76.821709,8,2,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,22,N
31.397263,76.821709,8,2,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,42.1,N
31.397263,76.821709,8,2,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,46,N
31.397263,76.821709,8,2,66.9,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,0,N
31.397263,76.821709,8,2,3.4,66.9,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,17,1.6,N
31.397263,76.821709,8,2,11.5,0,3.4,66.9,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,29.6,N
31.397263,76.821709,8,2,54.8,11.5,0,3.4,66.9,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,17.1,N
31.397263,76.821709,8,2,0,54.8,11.5,0,3.4,66.9,18.8,8.5,8.1,15.6,20,4.2,2.9,19.1,1.1,7.7,4.9,33.2,0,0,15.9,0,0,0.4,2.3,9.4,3.6,16.2,12.4,8.5,0,N
